Unnamed: 0,Gender,Age,Ever_Married,Family_Size,Profession,Graduated,Work_Experience,Energy_Consumption,Preferred_Renewable,Group
399,Female,38,No,1.0,Artist,Yes,2.0,Low,,A
400,Female,49,,1.0,Entertainment,Yes,0.0,High,Solar,B
401,Female,43,No,1.0,Healthcare,Yes,9.0,Low,Solar,D
402,Male,27,No,4.0,Healthcare,No,14.0,Low,Solar,D
403,Female,35,No,6.0,Doctor,No,14.0,Low,Not Interested,D
404,Female,39,Yes,2.0,Doctor,No,4.0,Average,Not Interested,A
405,Female,52,Yes,,Engineer,No,9.0,Low,Solar,A
406,Female,38,No,1.0,Engineer,Yes,10.0,Low,Solar,A
407,Female,30,No,2.0,Entertainment,Yes,12.0,Low,Solar,A
408,Female,43,No,1.0,Artist,Yes,10.0,Low,Solar,C
409,Female,42,No,4.0,Entertainment,No,10.0,Low,Solar,A
410,Female,46,No,1.0,Artist,Yes,2.0,Low,Not Interested,D
411,Female,47,No,2.0,Artist,Yes,11.0,Low,Solar,A
412,Female,32,No,5.0,Entertainment,No,13.0,Low,Not Interested,D
413,Female,53,Yes,2.0,Artist,Yes,11.0,Average,Solar,C
414,Female,43,Yes,,Artist,Yes,12.0,Average,Solar,C
415,Female,39,No,2.0,Artist,Yes,0.0,Low,Solar,C
416,Male,42,,2.0,Artist,Yes,3.0,Average,Solar,C
417,Female,37,No,1.0,Artist,Yes,3.0,Low,Wind,B
418,Male,19,No,4.0,Healthcare,No,0.0,Low,Solar,D
419,Male,30,No,1.0,Marketing,No,1.0,Low,Wind,D
420,Female,49,Yes,1.0,Artist,Yes,0.0,Low,Hydro,B
421,Male,55,Yes,3.0,Healthcare,Yes,0.0,Low,Hydro,D
422,Female,59,Yes,2.0,Doctor,Yes,1.0,Low,Hydro,B
423,Female,46,Yes,2.0,Artist,Yes,,Low,Solar,C
424,Female,27,Yes,2.0,Executive,Yes,9.0,High,Solar,C
425,Female,25,No,2.0,Artist,Yes,1.0,Low,Solar,A
426,Female,37,No,1.0,Doctor,Yes,1.0,Low,Solar,A
427,Male,38,No,3.0,Artist,Yes,9.0,Low,Solar,A
428,Male,29,No,3.0,Entertainment,Yes,9.0,Low,Solar,D
429,Male,28,No,2.0,Artist,Yes,11.0,Low,Solar,A
430,Female,27,Yes,2.0,Marketing,Yes,8.0,Low,Solar,D
431,Female,42,No,2.0,Entertainment,No,3.0,Low,Solar,A
432,Female,43,No,2.0,Artist,Yes,14.0,Low,Solar,A
433,Female,40,Yes,2.0,Healthcare,Yes,8.0,Average,Solar,D
434,Male,41,No,3.0,Artist,Yes,9.0,Low,Solar,A
435,Male,46,Yes,1.0,Entertainment,No,8.0,Low,Tidal,A
436,Female,32,No,3.0,Healthcare,Yes,9.0,Low,Solar,D
437,Female,56,No,1.0,Entertainment,Yes,1.0,Low,Solar,A
438,Male,28,No,1.0,Marketing,Yes,12.0,Low,Solar,D
439,Female,25,No,3.0,Artist,Yes,0.0,Low,Not Interested,A
440,Male,42,Yes,7.0,Artist,Yes,6.0,Low,Solar,A
441,Female,41,No,2.0,Entertainment,Yes,5.0,Low,Solar,D
442,Male,36,Yes,2.0,Healthcare,Yes,3.0,Low,Solar,D
443,Female,42,No,1.0,Artist,Yes,2.0,Low,Solar,B
444,Female,42,No,4.0,Artist,Yes,8.0,Low,Solar,C
445,Female,55,No,2.0,Entertainment,Yes,1.0,Low,Solar,A
446,Male,52,Yes,,Entertainment,Yes,1.0,High,Solar,B
447,Female,47,No,1.0,Engineer,Yes,1.0,Low,Solar,D
448,Male,57,,3.0,Artist,Yes,2.0,High,Solar,B
449,Female,26,No,1.0,Artist,Yes,8.0,Low,Solar,A
450,Female,28,No,2.0,Artist,No,5.0,Low,Solar,D
451,Female,37,No,1.0,Doctor,Yes,0.0,Low,Solar,A
452,Male,89,,1.0,Lawyer,No,0.0,Low,Wind,A
453,Male,25,No,1.0,Marketing,No,2.0,Low,Wind,D
454,Male,50,Yes,4.0,Executive,Yes,1.0,High,Hydro,B
455,Female,42,No,1.0,Doctor,Yes,5.0,Low,Solar,A
456,Male,48,No,1.0,Artist,Yes,,Low,Solar,B
457,Female,37,No,,Entertainment,Yes,9.0,Low,Wind,A
458,Female,30,No,5.0,Engineer,No,1.0,Low,Wind,D
459,Male,26,Yes,4.0,Entertainment,No,2.0,Low,Wind,D
460,Female,47,Yes,2.0,Artist,Yes,,Average,Solar,C
461,Male,36,No,4.0,Healthcare,No,,Low,Hydro,B
462,Male,53,Yes,4.0,Doctor,No,,Average,Wind,B
463,Male,30,No,6.0,Entertainment,No,1.0,Low,Wind,D
464,Female,20,No,7.0,Healthcare,No,4.0,Low,Wind,D
465,Female,19,No,5.0,Marketing,No,8.0,Low,Wind,B
466,Male,19,No,6.0,Healthcare,No,9.0,Low,Wind,D
467,Female,37,No,,Marketing,No,12.0,Low,Wind,D
468,Male,20,No,6.0,Healthcare,No,0.0,Low,Wind,D
469,Male,39,,3.0,Executive,No,,Average,Wind,A
470,Female,26,No,3.0,Engineer,Yes,1.0,Low,Wind,C
471,Male,31,No,4.0,Doctor,No,0.0,Low,Wind,D
472,Male,31,Yes,3.0,Healthcare,Yes,2.0,High,Wind,D
473,Female,41,Yes,3.0,Engineer,Yes,9.0,Average,Wind,B
474,Female,32,Yes,2.0,Homemaker,No,,Average,Hydro,C
475,Female,42,Yes,3.0,Homemaker,Yes,0.0,Average,Wind,C
476,Female,89,Yes,,Lawyer,No,1.0,Low,Wind,B
477,Male,78,Yes,3.0,Lawyer,No,1.0,High,Wind,D
478,Female,65,Yes,2.0,Lawyer,Yes,1.0,Low,Wind,C
479,Female,48,Yes,,Homemaker,Yes,0.0,Average,Wind,B
480,Male,36,No,2.0,Artist,Yes,8.0,Low,Wind,B
481,Female,55,Yes,4.0,Artist,Yes,0.0,Average,Wind,C
482,Male,52,Yes,2.0,Engineer,Yes,0.0,Average,Wind,A
483,Male,52,Yes,3.0,Homemaker,Yes,7.0,Average,Wind,B
484,Female,41,Yes,1.0,,Yes,1.0,Low,Wind,C
485,Female,36,Yes,1.0,Engineer,Yes,,Low,Wind,B
486,Female,37,No,1.0,Engineer,No,7.0,Low,Wind,A
487,Female,40,No,2.0,Healthcare,No,1.0,Low,Tidal,C
488,Male,38,Yes,2.0,Homemaker,Yes,,Average,Wind,C
489,Male,25,No,3.0,Doctor,No,0.0,Low,Wind,D
490,Female,33,No,4.0,Engineer,Yes,1.0,Low,Wind,D
491,Male,26,No,1.0,Artist,Yes,1.0,Low,Wind,D
492,Female,28,No,1.0,Entertainment,No,0.0,Low,Wind,A
493,Male,18,No,6.0,Marketing,No,0.0,Low,Wind,D
494,Male,52,No,3.0,Entertainment,No,0.0,Low,Wind,D
495,Male,26,No,2.0,Healthcare,Yes,0.0,Low,Wind,A
496,Male,18,No,4.0,Healthcare,No,0.0,Low,Wind,D
497,Female,20,No,2.0,Marketing,No,1.0,Low,Wind,D
498,Female,36,Yes,3.0,Doctor,Yes,0.0,Average,Wind,A
499,Male,27,Yes,2.0,Doctor,Yes,8.0,Average,Hydro,D
500,Male,21,No,5.0,Healthcare,No,,Low,Not Interested,D
501,Male,27,No,4.0,Entertainment,Yes,8.0,Low,Wind,D
502,Female,28,No,,Healthcare,Yes,,Low,Wind,D
503,Male,63,Yes,4.0,Lawyer,Yes,,Low,Wind,C
504,Male,48,No,,Entertainment,Yes,,Low,Wind,C
505,Male,80,Yes,2.0,Lawyer,Yes,1.0,Low,Wind,A
506,Female,71,Yes,3.0,Lawyer,Yes,7.0,High,Wind,B
507,Male,47,Yes,4.0,Doctor,No,8.0,High,Solar,D
508,Female,22,No,4.0,,No,1.0,Low,Wind,D
509,Male,35,Yes,2.0,,Yes,,High,Wind,A
510,Female,40,No,6.0,Entertainment,No,,Low,Wind,D
511,Female,18,No,,Healthcare,No,,Low,Wind,D
512,Female,26,No,4.0,Artist,Yes,0.0,Low,Wind,A
513,Female,73,Yes,5.0,Lawyer,Yes,,Low,Tidal,D
514,Male,86,Yes,1.0,Lawyer,,,Low,Wind,A
515,Female,37,No,2.0,Doctor,No,1.0,Low,Wind,C
516,Male,59,Yes,,Entertainment,Yes,,Low,Wind,C
517,Female,28,No,1.0,Homemaker,No,8.0,Low,Hydro,D
518,Female,29,Yes,3.0,Artist,Yes,9.0,Low,Solar,B
519,Female,37,Yes,3.0,Marketing,Yes,7.0,Average,Solar,B
520,Female,46,Yes,3.0,Marketing,Yes,,Average,Solar,C
521,Male,39,No,1.0,Entertainment,,6.0,Low,Solar,A
522,Female,33,No,1.0,Homemaker,No,8.0,Low,Solar,D
523,Female,32,No,2.0,Doctor,Yes,,Low,Wind,D
524,Female,32,No,2.0,Doctor,No,6.0,Low,Wind,A
525,Female,25,,1.0,Homemaker,No,8.0,Low,Wind,D
526,Female,48,Yes,2.0,Homemaker,Yes,9.0,Average,Wind,C
527,Female,27,No,1.0,Homemaker,No,8.0,Low,Wind,D
528,Female,49,No,1.0,Artist,Yes,1.0,Low,Solar,C
529,Female,33,Yes,5.0,Engineer,Yes,8.0,Average,Hydro,D
530,Female,33,No,6.0,Engineer,No,7.0,Low,Hydro,D
531,Male,39,Yes,3.0,Artist,Yes,0.0,Low,Solar,A
532,Male,50,Yes,4.0,Entertainment,Yes,0.0,Average,Solar,B
533,Female,84,Yes,,Lawyer,Yes,0.0,Low,Wind,D
534,Female,46,Yes,2.0,Artist,Yes,0.0,Average,Solar,C
535,Male,31,Yes,3.0,Entertainment,No,0.0,Average,Wind,A
536,Male,57,Yes,2.0,Artist,Yes,3.0,Average,Solar,C
537,Male,73,Yes,4.0,Executive,No,1.0,High,Wind,B
538,Male,36,Yes,4.0,Entertainment,Yes,9.0,Low,Solar,D
539,Male,53,No,4.0,Marketing,Yes,2.0,Low,Solar,D
540,Male,41,Yes,,Entertainment,Yes,9.0,Average,Biomass,B
541,Female,53,No,,Engineer,No,0.0,Low,Not Interested,A
542,Male,35,Yes,3.0,Artist,Yes,2.0,Average,Solar,C
543,Male,62,Yes,3.0,Artist,Yes,0.0,Average,Solar,B
544,Male,23,No,3.0,Marketing,No,0.0,Low,Solar,D
545,Male,51,No,2.0,Artist,Yes,1.0,Low,Solar,B
546,Female,83,Yes,2.0,Lawyer,No,1.0,High,Solar,C
547,Female,26,No,2.0,Healthcare,Yes,0.0,Low,Wind,D
548,Male,86,Yes,1.0,Lawyer,Yes,1.0,Low,Solar,A
549,Male,26,No,4.0,Healthcare,Yes,0.0,Low,Not Interested,B
550,Male,42,Yes,3.0,Executive,Yes,0.0,Low,Solar,D
551,Female,41,Yes,1.0,Homemaker,Yes,9.0,Low,Solar,D
552,Male,67,Yes,3.0,Lawyer,No,0.0,Low,Solar,D
553,Male,68,Yes,2.0,Lawyer,Yes,1.0,High,Solar,B
554,Female,45,Yes,2.0,Engineer,No,0.0,High,Solar,A
555,Female,86,Yes,2.0,Lawyer,No,0.0,High,Solar,A
556,Male,62,Yes,2.0,Artist,Yes,0.0,High,Wind,A
557,Male,42,Yes,2.0,Artist,Yes,1.0,Low,Solar,B
558,Male,26,No,3.0,Doctor,Yes,0.0,Low,Hydro,D
559,Male,48,No,1.0,Entertainment,No,1.0,Low,Solar,A
560,Male,40,Yes,5.0,Entertainment,No,3.0,Average,Biomass,B
561,Male,20,No,4.0,Healthcare,No,0.0,Low,Solar,D
562,Female,25,No,1.0,Artist,Yes,1.0,Low,Geothermal,B
563,Male,37,No,,Artist,Yes,1.0,Low,Solar,A
564,Male,77,Yes,1.0,Lawyer,Yes,1.0,Low,Solar,C
565,Male,50,Yes,2.0,Healthcare,Yes,,Low,Solar,D
566,Female,22,No,4.0,Marketing,No,0.0,Low,Solar,D
567,Male,26,No,3.0,Artist,Yes,1.0,Low,Solar,A
568,Male,71,Yes,3.0,Doctor,No,0.0,Average,Solar,B
569,Male,50,Yes,2.0,Artist,Yes,,Low,Solar,B
570,Male,29,No,1.0,Entertainment,No,1.0,Low,Hydro,A
571,Male,51,Yes,4.0,Entertainment,Yes,,Low,Solar,D
572,Male,52,Yes,4.0,Artist,Yes,6.0,Average,Solar,C
573,Male,20,No,3.0,Healthcare,No,1.0,Low,Wind,D
574,Male,26,No,9.0,Doctor,Yes,0.0,Low,Hydro,B
575,Male,37,No,,Healthcare,Yes,,Low,Hydro,D
576,Female,33,No,,Healthcare,Yes,,Low,Solar,D
577,Female,39,Yes,2.0,Artist,Yes,0.0,Low,Hydro,B
578,Female,53,Yes,5.0,Artist,No,1.0,Average,Solar,B
579,Male,49,Yes,4.0,Entertainment,No,0.0,Average,Solar,C
580,Male,21,No,2.0,Healthcare,No,0.0,Low,Wind,D
581,Male,39,Yes,1.0,Homemaker,No,8.0,Low,Solar,A
582,Female,38,Yes,4.0,Artist,No,2.0,Average,Wind,C
583,Male,22,No,4.0,Healthcare,No,4.0,Low,Solar,D
584,Male,52,Yes,4.0,Artist,No,2.0,Average,Solar,C
585,Male,40,No,3.0,Entertainment,Yes,,Low,Solar,B
586,Male,20,No,3.0,Doctor,No,8.0,Low,Solar,D
587,Male,41,No,3.0,Executive,Yes,1.0,Low,Solar,A
588,Male,30,No,1.0,Artist,Yes,1.0,Low,Wind,D
589,Female,89,Yes,3.0,Lawyer,Yes,1.0,High,Solar,A
590,Male,83,Yes,3.0,Lawyer,No,1.0,High,Solar,A
591,Male,53,Yes,3.0,Artist,Yes,0.0,Average,Solar,C
592,Male,31,No,5.0,Doctor,No,1.0,Low,Biomass,D
593,Male,48,Yes,4.0,Artist,Yes,1.0,Average,Solar,C
594,Female,29,No,2.0,Doctor,No,0.0,Low,Solar,D
595,Male,87,Yes,1.0,Lawyer,Yes,0.0,Low,Solar,B
596,Male,19,No,7.0,Engineer,No,4.0,Low,Solar,D
597,Male,60,Yes,2.0,Entertainment,No,1.0,Low,Solar,A
598,Male,23,No,2.0,Healthcare,No,1.0,Low,Wind,D
599,Male,61,Yes,4.0,Executive,Yes,9.0,High,Solar,C
600,Female,27,No,3.0,Artist,Yes,1.0,Low,Solar,C
601,Male,32,Yes,2.0,Doctor,No,14.0,Average,Wind,A
602,Male,79,Yes,2.0,Lawyer,,0.0,High,Solar,B
603,Male,19,No,4.0,Healthcare,No,1.0,Low,Solar,D
604,Male,42,Yes,3.0,Executive,Yes,0.0,High,Hydro,B
605,Male,76,Yes,1.0,Lawyer,No,1.0,Low,Solar,D
606,Female,41,Yes,2.0,Marketing,No,1.0,Average,Solar,A
607,Male,38,Yes,4.0,Entertainment,Yes,0.0,Average,Solar,B
608,Male,43,Yes,3.0,Entertainment,Yes,0.0,Average,Hydro,B
609,Male,19,No,3.0,Healthcare,No,1.0,Low,Tidal,D
610,Female,28,No,3.0,Healthcare,Yes,1.0,Low,Not Interested,D
611,Male,56,Yes,4.0,Artist,Yes,0.0,Average,Solar,C
612,Male,28,No,3.0,Engineer,Yes,0.0,Low,Wind,D
613,Male,60,Yes,2.0,Marketing,No,1.0,High,Wind,A
614,Female,55,No,,Artist,Yes,0.0,Low,Wind,B
615,Male,35,Yes,2.0,Entertainment,Yes,1.0,Average,Wind,C
616,Male,25,No,5.0,Healthcare,No,5.0,Low,Wind,D
617,Male,71,Yes,1.0,Artist,Yes,1.0,Low,Wind,A
618,Male,65,Yes,2.0,Lawyer,No,,High,Wind,B
619,Male,74,Yes,1.0,Lawyer,Yes,1.0,Low,Solar,A
620,Female,20,No,4.0,Healthcare,No,5.0,Low,Hydro,D
621,Male,43,Yes,2.0,Entertainment,No,9.0,Low,Hydro,A
622,Female,20,No,6.0,Marketing,No,3.0,Low,Wind,B
623,Male,40,Yes,5.0,Healthcare,Yes,,High,Wind,D
624,Female,46,Yes,5.0,Engineer,Yes,0.0,High,Wind,B
625,Female,65,Yes,7.0,Lawyer,No,1.0,High,Wind,D
626,Male,21,No,,Healthcare,No,0.0,Low,Hydro,D
627,Male,50,Yes,7.0,Healthcare,No,1.0,Low,Hydro,D
628,Male,18,No,5.0,Healthcare,No,0.0,Low,Hydro,D
629,Female,61,Yes,7.0,Doctor,Yes,1.0,Low,Not Interested,B
630,Male,49,Yes,3.0,,Yes,1.0,High,Solar,B
631,Male,39,Yes,4.0,Executive,No,,High,Wind,D
632,Female,52,Yes,2.0,Lawyer,No,1.0,High,Solar,B
633,Male,56,Yes,5.0,Executive,Yes,0.0,High,Solar,C
634,Male,55,Yes,6.0,Executive,Yes,,Low,Wind,B
635,Male,42,Yes,5.0,Engineer,No,1.0,Average,Wind,B
636,Female,33,No,6.0,Homemaker,No,0.0,Low,Wind,D
637,Male,19,No,4.0,Healthcare,No,8.0,Low,Tidal,D
638,Female,27,No,1.0,Engineer,No,1.0,Low,Wind,A
639,Female,38,Yes,4.0,Artist,Yes,1.0,Average,Wind,C
640,Female,38,No,4.0,Artist,No,1.0,Low,Wind,A
641,Female,43,Yes,1.0,Doctor,Yes,8.0,Low,Solar,A
642,Male,53,Yes,4.0,Artist,Yes,1.0,Average,Wind,C
643,Male,33,Yes,4.0,Executive,No,4.0,High,Wind,D
644,Female,30,No,,Healthcare,Yes,7.0,Low,Wind,D
645,Female,22,No,3.0,Healthcare,No,6.0,Low,Wind,D
646,Male,33,No,4.0,Doctor,No,0.0,Low,Wind,D
647,Male,21,No,8.0,Healthcare,No,1.0,Low,Hydro,D
648,Male,20,No,5.0,Healthcare,No,1.0,Low,Hydro,D
649,Male,19,No,3.0,Healthcare,No,7.0,Low,Solar,D
650,Female,58,Yes,4.0,Entertainment,Yes,1.0,Average,Solar,B
651,Male,67,Yes,,Artist,Yes,1.0,High,Solar,B
652,Female,36,Yes,2.0,Entertainment,Yes,1.0,Low,Wind,B
653,Female,30,No,,Homemaker,No,8.0,Low,Wind,D
654,Male,23,No,4.0,Homemaker,No,1.0,Low,Wind,A
655,Female,42,No,,Entertainment,Yes,1.0,Low,Wind,A
656,Female,37,No,3.0,Marketing,No,8.0,Low,Wind,B
657,Female,58,Yes,4.0,Entertainment,No,9.0,Low,Wind,B
658,Female,26,Yes,2.0,Engineer,No,7.0,Average,Wind,A
659,Male,39,No,2.0,Entertainment,Yes,9.0,Low,Wind,D
660,Female,23,No,4.0,Marketing,No,,Low,Wind,B
661,Male,41,Yes,4.0,Executive,No,8.0,Average,Tidal,B
662,Male,26,Yes,3.0,Entertainment,No,0.0,Low,Wind,D
663,Female,25,Yes,3.0,Engineer,No,3.0,Low,Wind,D
664,Male,19,No,4.0,Healthcare,No,,Low,Wind,D
665,Male,36,No,5.0,Executive,No,0.0,Low,Wind,D
666,Male,29,No,4.0,Healthcare,No,9.0,Low,Wind,D
667,Male,26,No,1.0,Marketing,No,1.0,Low,Wind,D
668,Female,78,No,1.0,Lawyer,Yes,,Low,Solar,D
669,Female,55,No,1.0,Artist,Yes,,Low,Solar,A
670,Male,26,No,3.0,Healthcare,Yes,,Low,Biomass,D
671,Female,46,No,1.0,Entertainment,Yes,0.0,Low,Solar,A
672,Male,29,No,4.0,Healthcare,No,0.0,Low,Solar,C
673,Female,36,No,1.0,Artist,Yes,10.0,Low,Solar,A
674,Male,27,Yes,6.0,Executive,No,1.0,Low,Solar,D
675,Female,29,No,3.0,Executive,No,8.0,Low,Solar,D
676,Female,25,No,4.0,Marketing,No,1.0,Low,Solar,D
677,Female,30,No,6.0,Marketing,No,10.0,Low,Solar,D
678,Male,45,Yes,2.0,,Yes,1.0,Low,Solar,B
679,Female,21,No,,Executive,No,0.0,Low,Wind,D
680,Female,41,Yes,,Executive,Yes,,High,Wind,A
681,Male,38,Yes,,Entertainment,Yes,,Low,Wind,D
682,Female,28,No,1.0,Healthcare,Yes,9.0,Low,Solar,D
683,Male,33,No,5.0,Doctor,Yes,1.0,Low,Biomass,A
684,Male,31,Yes,2.0,Healthcare,Yes,7.0,Low,Solar,C
685,Male,45,Yes,2.0,Healthcare,Yes,0.0,Low,Solar,D
686,Male,47,Yes,5.0,Marketing,Yes,0.0,Low,Solar,D
687,Female,39,No,1.0,Healthcare,No,0.0,Low,Solar,D
688,Female,47,No,,Marketing,Yes,1.0,Low,Solar,D
689,Female,53,Yes,1.0,Doctor,Yes,0.0,Low,Wind,B
690,Male,27,No,4.0,Doctor,No,1.0,Low,Hydro,D
691,Male,37,Yes,2.0,Engineer,Yes,1.0,Average,Hydro,C
692,Female,62,Yes,3.0,Artist,Yes,1.0,Average,Hydro,C
693,Female,29,No,7.0,Engineer,No,0.0,Low,Hydro,A
694,Female,51,Yes,1.0,Artist,Yes,0.0,Low,Hydro,B
695,Male,30,No,6.0,Marketing,No,1.0,Low,Hydro,D
696,Male,18,No,4.0,Entertainment,No,0.0,Low,Hydro,D
697,Female,87,Yes,2.0,Lawyer,Yes,,High,Solar,A
698,Male,68,Yes,2.0,Marketing,Yes,0.0,Low,Not Interested,D
699,Male,84,Yes,1.0,Lawyer,Yes,5.0,Low,Solar,C
700,Male,22,No,9.0,Healthcare,No,2.0,Low,Biomass,D
701,Female,22,No,4.0,Doctor,No,2.0,Low,Solar,D
702,Male,21,No,3.0,Healthcare,No,1.0,Low,Solar,D
703,Female,89,Yes,2.0,Lawyer,No,,High,Wind,D
704,Male,73,Yes,2.0,Lawyer,No,0.0,High,Solar,A
705,Female,75,Yes,2.0,Lawyer,Yes,0.0,High,Solar,B
706,Female,20,No,4.0,Doctor,No,6.0,Low,Biomass,D
707,Male,22,No,2.0,Healthcare,No,1.0,Low,Solar,D
708,Female,22,No,4.0,Healthcare,No,0.0,Low,Solar,D
709,Male,63,Yes,,Artist,Yes,0.0,Average,Solar,C
710,Male,46,Yes,3.0,Artist,Yes,1.0,Average,Solar,C
711,Male,58,Yes,2.0,Artist,No,0.0,Average,Solar,C
712,Female,41,No,3.0,Artist,Yes,1.0,Low,Solar,A
713,Male,42,Yes,2.0,Artist,Yes,0.0,Average,Solar,C
714,Female,43,Yes,2.0,Healthcare,Yes,6.0,Average,Solar,C
715,Female,49,No,1.0,Artist,Yes,3.0,Low,Solar,C
716,Female,40,No,1.0,Artist,Yes,0.0,Low,Solar,B
717,Male,53,Yes,2.0,Executive,No,8.0,High,Solar,C
718,Male,36,Yes,2.0,Artist,Yes,4.0,Average,Not Interested,C
719,Male,50,Yes,2.0,Artist,Yes,8.0,Low,Solar,B
720,Male,42,Yes,1.0,Healthcare,Yes,1.0,Low,Solar,D
721,Male,30,No,4.0,Healthcare,No,0.0,Low,Biomass,C
722,Male,29,No,5.0,Healthcare,No,2.0,Low,Biomass,D
723,Male,28,No,2.0,Entertainment,Yes,1.0,Low,Solar,D
724,Male,27,No,4.0,Healthcare,Yes,1.0,Low,Solar,D
725,Male,49,No,1.0,Artist,Yes,0.0,Low,Solar,B
726,Male,32,No,1.0,Healthcare,Yes,1.0,Low,Solar,D
727,Male,25,No,3.0,Doctor,Yes,1.0,Low,Solar,D
728,Female,63,Yes,1.0,Artist,Yes,,Low,Solar,B
729,Female,42,No,1.0,Artist,Yes,8.0,Low,Solar,B
730,Male,31,No,,Healthcare,Yes,1.0,Low,Geothermal,D
731,Male,71,Yes,2.0,Artist,Yes,0.0,High,Solar,C
732,Male,20,No,5.0,Healthcare,No,,Low,Biomass,D
733,Male,22,No,4.0,Healthcare,No,1.0,Low,Solar,D
734,Female,29,No,5.0,Entertainment,Yes,1.0,Low,Solar,C
735,Male,47,Yes,3.0,Marketing,Yes,0.0,Low,Solar,D
736,Male,43,Yes,3.0,Artist,Yes,,Average,Solar,B
737,Male,32,No,3.0,Artist,Yes,1.0,Low,Hydro,A
738,Male,47,Yes,2.0,Artist,Yes,7.0,Average,Solar,C
739,Male,46,No,1.0,Artist,Yes,0.0,Low,Solar,B
740,Female,41,Yes,2.0,Artist,Yes,1.0,Average,Solar,C
741,Male,37,Yes,2.0,Entertainment,Yes,0.0,Average,Solar,C
742,Male,40,Yes,2.0,Artist,Yes,0.0,Average,Solar,C
743,Male,60,Yes,4.0,Artist,Yes,0.0,Average,Solar,C
744,Male,46,Yes,6.0,Artist,Yes,0.0,Average,Biomass,C
745,Female,36,Yes,4.0,Artist,Yes,6.0,High,Not Interested,B
746,Female,38,No,1.0,Marketing,No,0.0,Low,Solar,D
747,Female,32,Yes,5.0,Doctor,No,0.0,Low,Solar,A
748,Female,41,No,1.0,Artist,Yes,5.0,Low,Solar,D
749,Male,56,Yes,3.0,Marketing,Yes,0.0,Low,Solar,D
750,Male,31,Yes,2.0,Artist,Yes,8.0,Average,Solar,C
751,Male,45,Yes,2.0,Artist,No,0.0,Low,Not Interested,B
752,Male,69,Yes,3.0,Entertainment,Yes,,Average,Solar,C
753,Male,37,Yes,2.0,Artist,Yes,0.0,Low,Solar,C
754,Male,47,Yes,4.0,Artist,Yes,1.0,Average,Biomass,C
755,Female,52,Yes,3.0,Artist,Yes,1.0,Average,Solar,C
756,Female,57,Yes,3.0,Artist,Yes,1.0,High,Solar,C
757,Female,50,No,1.0,Artist,Yes,9.0,Low,Solar,B
758,Male,27,Yes,2.0,Engineer,No,0.0,Average,Solar,A
759,Female,45,Yes,3.0,Engineer,Yes,1.0,High,Solar,B
760,Female,30,No,2.0,Artist,Yes,8.0,Low,Solar,B
761,Male,45,Yes,2.0,Artist,Yes,0.0,Low,Solar,C
762,Male,30,No,4.0,Healthcare,No,1.0,Low,Solar,B
763,Male,31,Yes,3.0,Entertainment,Yes,1.0,Average,Solar,A
764,Female,45,Yes,4.0,Artist,Yes,1.0,Average,Wind,C
765,Male,67,Yes,2.0,Artist,Yes,0.0,High,Solar,B
766,Male,76,Yes,2.0,Executive,No,1.0,High,Solar,D
767,Male,69,Yes,2.0,Entertainment,Yes,0.0,Low,Solar,A
768,Male,83,Yes,2.0,Entertainment,No,0.0,Low,Solar,D
769,Male,38,Yes,2.0,Engineer,Yes,0.0,Low,Solar,B
770,Male,36,Yes,1.0,Artist,Yes,0.0,Low,Solar,B
771,Male,41,No,2.0,,Yes,2.0,Low,Biomass,B
772,Female,69,Yes,3.0,Lawyer,No,0.0,Low,Solar,A
773,Female,33,No,3.0,Engineer,Yes,0.0,Low,Solar,D
774,Male,38,No,3.0,Artist,Yes,1.0,Low,Not Interested,A
775,Female,48,Yes,2.0,Engineer,Yes,1.0,Average,Solar,A
776,Male,51,Yes,2.0,Engineer,Yes,2.0,Average,Solar,C
777,Male,56,Yes,2.0,Executive,Yes,1.0,High,Solar,C
778,Male,57,Yes,3.0,Artist,Yes,0.0,Average,Solar,C
779,Female,49,Yes,3.0,Artist,Yes,1.0,Average,Solar,C
780,Male,30,No,3.0,Healthcare,Yes,0.0,Low,Solar,D
781,Female,40,Yes,2.0,Doctor,Yes,8.0,Average,Solar,C
782,Female,30,No,,Artist,Yes,0.0,Low,Solar,A
783,Male,38,Yes,2.0,Entertainment,No,0.0,Average,Solar,C
784,Female,31,No,5.0,Healthcare,Yes,8.0,Low,Solar,C
785,Male,33,No,2.0,Doctor,Yes,0.0,Low,Solar,A
786,Male,50,No,2.0,Artist,Yes,0.0,Low,Solar,A
787,Male,52,Yes,3.0,Executive,Yes,,High,Solar,C
788,Female,39,Yes,,Artist,Yes,0.0,Average,Biomass,C
789,Male,73,Yes,2.0,Executive,Yes,0.0,High,Solar,C
790,Male,46,Yes,3.0,Artist,Yes,0.0,Average,Solar,C
791,Male,50,Yes,2.0,Artist,Yes,0.0,Low,Not Interested,B
792,Male,30,No,6.0,Healthcare,No,0.0,Low,Solar,D
793,Female,60,Yes,2.0,Doctor,Yes,0.0,Average,Solar,C
794,Female,39,Yes,2.0,Homemaker,Yes,9.0,Average,Solar,C
795,Female,59,Yes,2.0,Artist,Yes,1.0,Average,Geothermal,C
796,Female,51,Yes,2.0,Artist,Yes,0.0,Average,Solar,C
797,Female,40,Yes,2.0,Artist,Yes,5.0,Average,Biomass,C
798,Male,23,No,3.0,Healthcare,No,1.0,Low,Solar,D
